,id,created_at,text,rt_count,fav_count,english
85,1440922627930009600,2021-09-23 06:15:00+00:00,根本匠さん @t_nemoto_office と一緒に福島の現状をお伺いしました。福島をはじめ東北には魅力ある観光資源がたくさんあります。大きなダメージを受けた観光業を丁寧に支援します。また、東北はコメの主産地です。コロナ禍による米価下落を政策総動員で食い止め、輸出拡大や国産消費拡大を図ります。 https://t.co/Ejn3CggOIU,104,532,"We asked the current situation of Fukushima with Rhodamoto Takumi @t_nemoto_office. There are many attractive tourist resources in Tohoku, including Fukushima. We carefully support the tourism that has been greatly damaged. Also, Tohoku is a main production site of rice. We will break down the US price due to Corona, a total mobilization, and expand exports and expand domestic consumption. https://t.co/ejn3cggoiu "
86,1440899705102163969,2021-09-23 04:43:54+00:00,私は自民党を改革し、国民とともに歩むリーダーとして、寛容で丁寧な政治を必ず実現します。岸田文雄を新しい自民党総裁へ。お力をお貸しください！  ❤️‍岸田文雄を応援する❤️‍ https://t.co/DRWae1LiPc  動画や画像を簡単にツイートできます #チーム岸田 #自民党総裁選 https://t.co/BoSG8hcyEA,203,874,"I will reform the LDP and be a leader who walks with the people, to realize tolerant and polite politics. Kishio Kishida to the New LDP President. Please lell your help! ❤️ Cheering Kishio Kishida ❤️ https://t.co/DRWAE1LIPC You can easily tweet videos and images # Team Kishida # LDP HTTPS://T.co/bosg8hcyea "
87,1440883068449873924,2021-09-23 03:37:48+00:00,今コロナ禍の中で、国民の間の格差はさらに広がっています。私は格差是正を強く訴え、成長だけなく分配機能を強化し、所得を引き上げる #令和版所得倍増 を掲げています。子育て世代にとって大きな負担となっている住居費と教育費の支援の強化や、公的価格の引上げなどを行い格差を是正していきます。 https://t.co/ZLS3zGCMmh,146,719,"Among Corona, the gap between the people is further expanding. I strongly complain about gap correction, strengthen distribution functionality and raise income, and raise income. We will strengthen the support for the support costs and education expenses that are a major burden on child care generation, and raise public prices, etc. to correct the gap. https://t.co/ZLS3ZGCMMH "
88,1440857155087724548,2021-09-23 01:54:50+00:00,本日18時より、国民の皆さまから寄せられた質問に総裁候補がお答えする政策討論会が行われます。私は #岸田BOX でお答えしてきましたが、自民党が国民の皆さまの「生の声」に正面から向き合っていく国民政党なんだと、討論会を通じて改めてお伝えしたいと思っています。 https://t.co/mUYY01UReK,138,747,"From 18:00 today, a policy discussion will be held to answer the questions from the people's questions from the people. I have answered Kishida BOX, but I would like to know again through the debate meeting if the LDP is the National Political Party, which faces the ""raw voice"" of the people. https://t.co/muyy01urek "
89,1440679232850460683,2021-09-22 14:07:50+00:00,#岸田BOX 回答ライブhttps://t.co/5VHDBSdQyO 中谷元さん、林芳正さんとの「日本どう守る！防衛大臣経験者が激論」は、木原誠二さんの進行で、外交・安全保障政策の詳細をお伝えできたのではないかと思います。私は国民の命と暮らし、我が国の自由と民主主義を必ず守り抜いてまいります。#チーム岸田 https://t.co/sJVqcElLEE,149,761,"# Kishida BOX Answer Live https://t.co/5vhdbsdqyo Mr. Nakatani, ""His Japan protects Japan! Defense Minister Experienced"" is the progress of Makoto Kihara, I think I could tell the details. I will lose the lives and lives, and I will always protect our country's freedom and democracy. # Team Kishida https://t.co/SJVQCellee "
90,1440643221319667722,2021-09-22 11:44:44+00:00,#自民党総裁選 も残り1週間を切りました。この後、ライブ配信とテレビ放送があります。一つひとつの出演機会を大切に、皆さまへ伝えてまいります。ぜひご覧ください。 ️9月22日(水) YouTubeライブ 21:00〜 https://t.co/5VHDBSdQyO TBS 『news23』23:00〜 @news23_tbs https://t.co/bhIMoP0qNK https://t.co/fPmQknSvDK,100,492,"# LDP has also been one week for the remaining week. After this, there are live delivery and television broadcasting. We will tell you one by one's opportunity to tell you. Please take a look. ️ September 22nd (Wed) YouTube Live 21:00 to https://t.co/5vhdbsdqyo TBS ""News 23"" 23:00 ~ @ news23_tbs https://t.co/bhimop0qnk https://t.co/fpmqknsvdk "
91,1440618855085187075,2021-09-22 10:07:55+00:00,応援ツイートのお願い #チーム岸田 で多くの方からご要望をいただいた「岸田文雄を応援する！」を公開しました。 ▶https://t.co/DRWae1LiPc   動画や画像を簡単にツイートできる仕組みです。#自民党総裁選 も残り1週間。私も電話での投票依頼を続けています。ぜひ応援のツイートをお願いします！ https://t.co/WuopS4OtOB,161,579,"Request for the support tweet # Team Kishida has received the request from many people who received the request! "" ▶ https: //t.co/DRWAE1LIPC This mechanism can easily tweet videos and images. # 1 week left for the LDP Precipation. I have also continued to ask for a phone call. Please give me a tweet of support! https://t.co/wuops4otob "
92,1440594682245902340,2021-09-22 08:31:51+00:00,昨日のCafeStaでは、加藤鮎子さん、宮本周司さんと一緒に、#岸田BOX に寄せられた子育て、年金、雇用などへの不安の声にお答えしました。  今日は外交・安全保障についてのライブ配信です。ぜひご覧ください。  【日本どう守る！防衛大臣経験者が激論】 9月22日(水) 21:00〜 https://t.co/5VHDBSdQyO https://t.co/G3f35zE3xM,72,360,"Yesterday's Cafesta, Kato Atsuko, Miyamoto-san, said, with Mr. Miyamoto, he answered an anxiety voice to Kishida BOX, pension, and employment. Today is live delivery about diplomatic and security. Please take a look. [How to protect Japan! Minister of Defense Experienced is awards. Wednesday, September 22 (Wed) 21: 00 to https://ttps://t.co/g3f35ze3xm "
93,1440572902382837760,2021-09-22 07:05:19+00:00,ありがとうございます。政治は人気でやるものではありません。現実を直視した政策こそが大切です。私もこうした時だからこそ人の温かさが感じられる、みんなが助け合うことのできる社会が必要だと考えています。こうした社会を実現するためにも、対話を重ね、実行力のある政策を打ちだしていきます。 https://t.co/UlpPtqVdUx,230,1428,"Thank you very much. Politics are not popular and not. Policies that direct reality are important. Because I am also this time, I think that everyone's warmth is felt, I think that everyone can help me help. In order to realize such a society, we will interact with the dialogue and hit the policy with an execution. https://t.co/ULPPTQVDUX "
94,1440520128496431109,2021-09-22 03:35:36+00:00,日米豪印の４か国は、自由で開かれたインド太平洋構想の中核国として今後様々な分野で連携をして参ります。特にインドとは、アジア最大の民主主義国として、また世界有数の親日国として、今後経済、安保、サイバー、文化等、幅広い分野で関係を強化していきます。 https://t.co/Fncq1SB37d,157,738,"Four countries of Japan-US Garbage will work in various ways in various fields as a core country of free and open Indian Pacific concept. In particular, India will strengthen its relationships in a wide range of areas, such as economy, security, cybers, culture, etc. as a world's largest democratic country and as a world's leading parent country. https://t.co/FNCQ1SB37D "
95,1440480652256710659,2021-09-22 00:58:44+00:00,まったく同感です。私も同じ危機感の下、「自民党国宝・重要文化財を護る会」の会長代行として活動をしてまいりました。今後、取り組みを強化していく考えです。 https://t.co/UpsgIh7fGx,166,897,"It is totally aged. Under the same crisis, I was working as a chairman agency of ""Society for protecting the LDP National Treasure and Important Cultural Goods"". In the future, we will strengthen our efforts. https://t.co/UPSGIH7FGX "
96,1440335843667808259,2021-09-21 15:23:19+00:00,ライブ配信 「日本どう守る！防衛大臣経験者が激論」 9月22日(水) 21:00〜 https://t.co/5VHDBSdQyO  私と中谷元さん、林芳正さんの防衛大臣経験者３名で、#岸田BOX に寄せられたご意見をもとに、日本をどう守っていくのか、外交・安全保障政策はどうあるべきかなど、徹底的に議論します。 https://t.co/dwHtRNctC3,215,809,"Live delivery ""How to protect Japan! Defense Minister Experiences Are Speedy"" September 22 (Wednesday) 21:00 ~ https://t.co/5vhdbsdqyo and Chi Nakataniya, Yorizo Hayashiya's Defense Minister Experienced 3 people So, based on your feedback on Kishida BOX, we will thoroughly discuss how to protect Japan or how to use diplomatic and security policies. https://t.co/DWHTRNCTC3 "
97,1440314370332917772,2021-09-21 13:58:00+00:00,日本の主権を守ることは政治家としての一丁目一番地です。言うまでもなく、尖閣諸島、竹島を含め、我が国固有の領土は断固として守り抜かなければなりません。 https://t.co/e9a4UQ1Bjm,175,947,"Protecting Japan's sovereignty is one-chome as a politician. Needless to say, including the Senkaku Islands and Takejima, Japan's unique territory must be defeated as well. https://t.co/e9a4uq1bjm "
98,1440300878250975234,2021-09-21 13:04:23+00:00,現在1000回を超える自民党の「ふるさと対話プロジェクト」を最初に始められた谷垣禎一元総裁に激励を頂き、さらにビデオメッセージまで頂きました。 「本懐をお遂げになりますように」 谷垣先生の思いを受け継ぎ、国民に寄り添う政治の実現のため、必ずや勝ち抜いて参ります。 #チーム岸田 https://t.co/RUmw1Dkhqt,620,1961,"Currently, I received an encouragement for the President Tanigaki, the first General of the LDP ""Hometown Dialogue Project"", which was first started, and also to video message. ""I will be able to complete Honagaki"" We will always win and win to the realization of politics to the people and to realize politics to the people. # Team Kishida https://t.co/rumw1dkhqt "
99,1440255686143664129,2021-09-21 10:04:48+00:00,【#岸田BOX 回答ライブ CafeSta出張版】 加藤鮎子さん、宮本周司さんと一緒に生出演します。岸田BOXには21日18時集計でフォームから6233件、ハッシュタグで5623件ものご意見をいただきました。ありがとうございます。このあと20時からの回答ライブ配信でお答えしていきます。 https://t.co/0rFZELLeAW https://t.co/Y0K2vaD2SM https://t.co/yMElBExRjg,77,396,"[# Kishida BOX Answer Live Cafesta Business Edition] Kato Atsuko-san, CHOTE AND CHOTO is a live appearance with Mr. Miyamoto. Kishida BOX had 6233 from the form on the 21st and 18:00 and 5623 comments in the hashtag. Thank you very much. We will answer by answer live delivery from 20 o'clock. https://t.co/0RFZELLEAW https://t.co/y0k2vad2sm https://t.co/ymelbexrjg "
100,1440222691584213002,2021-09-21 07:53:42+00:00,第24代自民党総裁として全国を行脚し、国民の皆さまの声を受け止め、野党に転落していた自民党を立て直した谷垣禎一先生。必ず勝利を果たすようにと、激励をいただきました。ありがとうございます。多くの仲間たちと力を合わせ #チーム岸田 で必ず勝ち抜いてまいります。 https://t.co/rwgDwlxBFL,633,3118,"Tanaki Yoichi Tanigaki, who ran through the national and the people of the people, and decided to set up the voices of the people and set up the people of the people. He always got encouragement to fulfill the victory. Thank you very much. Many fellows with many friends # I will always win with Team Kishida. https://t.co/RWGDWLXBFL "
101,1440148796441202696,2021-09-21 03:00:04+00:00,本日21日（火）13時から、 #党風一新の会 との意見交換会に参加します。私が打ち出した党改革や政治姿勢、政策について、皆さんと意見交換ができるのを楽しみにしています。 #ニコニコ生放送 でライブ配信されますので、ぜひご覧ください。 https://t.co/FITOL2ieHn #総裁選2021,115,475,"From 13:00 on Tuesday, 21st (Tuesday), Join the Exchange Association with the #atial-style one new party. I am looking forward to changing opinions with you about the party reform, political attitude, political attitude, policy I launched. # Since it will be delivered live with Nico Nico live broadcast, please take a look. https://t.co/Fitol2iehn # President 2021 "
102,1440145873225220103,2021-09-21 02:48:27+00:00,ワクチン接種証明の活用と同時に、予約不要の無料PCR検査を拡大し、一定期間有効な【陰性証明】も活用します。加えて、簡易な検査キットを普及させることで、1日も早く、通常に近い社会経済活動を取り戻していきたいと考えています。 https://t.co/CupXWh9Hi9,267,1594,"At the same time as the use of vaccination certification, we will expand free PCR inspection without reservation and use valid [negative certification] for a certain period of time. In addition, by disseminating a simple inspection kit, we would like to recover close socioeconomic activities as soon as possible. https://t.co/cupxwh9hi9 "
103,1440056042885304328,2021-09-20 20:51:30+00:00,岸田文雄の政策 コロナから国民の生活を守り、成長の果実を積極的に分配することによって国民の所得を増やす #令和版所属倍増 や、中小・家族農業の支援強化、大学ファンド設立、海上保安庁の能力強化、グレーゾーン法整備などを推し進めます。 詳細→https://t.co/eAqh80CIoy  #自民党総裁選 https://t.co/OcDHI0yqXu,179,765,"Kishida Mizuho's policy from corona, and actively distribute the life of growth, increase the income of the people, and strengthen the support of the middle and family agriculture, the university fund establishment, the university fund establishment, We will promote the capacity of the agency and promote gray zone method maintenance. Details → https: //t.co/eaqh80cioy # LDP Protection https://t.co/OCDHI0YQXU "
104,1439964933521743872,2021-09-20 14:49:28+00:00,明日のCafeStaでも、「岸田BOX」に寄せられたご意見にお答えしてまいります。 https://t.co/0rFZELLeAW  自民党改革や政策、その他なんでも結構です。ぜひ、あなたの声を聞かせてください。  ️岸田文雄への意見ボックス️ ☑️#岸田BOX でツイート ☑️フォームから送信 https://t.co/7W4KCyWqcg https://t.co/Y0K2vaD2SM,108,482,"Tomorrow's Cafesta also answered the opinions sent to Kishida BOX. https://t.co/0 RFZELLEAW LDP Reform, Policy, and other things. Please let me know your voice. ️ ️ ️ ️ ️ ️ ☑ ☑ # # ツ ☑ ツ ツ ツ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ ☑ h h ☑ ☑ h ☑ ☑ 4 h 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 kcywqcg https://t.co/y0k2vad2sm "
105,1439945593615388673,2021-09-20 13:32:37+00:00,私は、妻がつくってくれるお好み焼きが大好きです。ただ、たしかに肉じゃがもとても美味しい。 https://t.co/a5tD60QLfN https://t.co/SCaJVTYXJB,348,2317,"I love the okonomiyaki that my wife creates. However, the meat and meat is very delicious. https://t.co/A5TD60QLFN https://t.co/scajvtyxjb "
106,1439902908888326147,2021-09-20 10:43:00+00:00,リモート対話でも様々なご意見を伺っています。地域の課題は地域の議員の方々と、産業界や医療業界のテーマは専門家の方々と意見交換しています。また、コロナ禍で劇的に進んだリモートワークやデジタル化のメリットを、都市部と地方のギャップ解消のためにも、さらに普及・定着させてまいります。 https://t.co/1QnXO78IJK https://t.co/I0B21ttWTv,117,579,"We also visit various opinions in remote dialogue. The regional challenges exchange views of the regional members and the theme of the industry and the medical industry with experts. In addition, we will further disseminate and fix the benefits of remote work and digitization dramatically with Corona, and to eliminate urban areas and regional gaps. https://t.co/1QNXO78IJK https://t.co/i0b21ttwtv "
107,1439885547896406024,2021-09-20 09:34:01+00:00,このあと20時から『BSフジLIVE プライムニュース』に生出演します。総裁候補の皆さんとさらに政策議論を深めていきたいと思いますので、ぜひご覧ください。  9月20日(月)配信予定『総裁選4候補が生出演 日本の課題を徹底追及 ポスト菅への戦略とは』 | FNNプライムオンライン https://t.co/AHci92gysK,114,573,"After 20 o'clock, we will appear in ""BS Fuji Live Prime News"". I would like to deepen my policy discussion with everyone of the Sensy candidate, so please take a look. September 20 (Mon) Delivery schedule ""Presidential 4 candidates thoroughly appearing Japanese challenges and thoroughly posting Post-菅"" | FNN Prime Online https://t.co/ahci92 Gysk "
108,1439867830493532162,2021-09-20 08:23:36+00:00,ありがとうございます。今日は敬老の日でもあり、彼岸入りでもありますね。総裁選の最中にありますが、ご先祖への感謝の気持ちを忘れず過ごしたいと思います。 #敬老の日 #彼岸入り https://t.co/IDOrFCTbQa,103,858,"Thank you very much. Today is the day of the old age, and it is also a bank. It is in the middle of the Sensei, but I would like to spend not forgetting the gratitude to your ancestors. # Respect for the elderly # Main bank https://t.co/idorfctbqa "
109,1439782420744601600,2021-09-20 02:44:13+00:00,人生100年時代の不安解消に向けて、現行制度をベースにしながら、働く人すべてに社会保険を適用し、厚生年金の世界に入って頂くことで、低年金・無年金の方を少なくし、それでも低年金の方には（年金生活者）支援給付金を組み合わせて、将来不安の一掃を目指します。 詳細→https://t.co/dNRGIwY8Wn https://t.co/VBnTUxFh8h,161,697,"In order to eliminate anxiety in the 100-year-old age, we will apply social insurance to all working people, and lower the world of welfare pension and reduce lower-fencing and non-perpetal. Nothing for low-year (pension consumer) support benefits (pension consumer) will aim for an uneasy uneasy in the future. Details → https: //t.co/dnrgiwy8wn https://t.co/VBNTUXFH8H "
110,1439756334988021763,2021-09-20 01:00:34+00:00,本日20日14：00〜 自民党青年局・女性局主催の公開討論会に出席します。この数日、河野太郎さん、高市早苗さん、野田聖子さんと充実した論戦をさせていただいております。今日の討論会でも、さらに政策議論が深めていきたいと思います。ぜひ、ご覧ください。 https://t.co/InPCMCHmOZ,150,675,"Today, 14:00 14: 00-Attend the public sponsor sponsored by the LDP Youth and Women's Authority. This few days, Taro Kono, Mr. Saiga Takani, Mr. Seiko Noda, and a fulfilling argument. Even today's discussions, I would like to deepen the policy discussion. Please take a look. https://t.co/inpcmchmoz "
111,1439589594350096384,2021-09-19 13:58:00+00:00,GoToトラベルを前回と同じ方法で再開するのは現実的ではないと考えます。より安心して活用してもらえるよう、ワクチン接種証明などと組み合わせる『GoTo2.0』を実施します。また前回は、中小の旅館や業者が潤わなかったという指摘もあります。中小の旅館などには補助率を上げる仕組みが必要です。 https://t.co/u77GWkfFiu,817,3069,"I think that it is not realistic to resume the GOTO travel in the same way as the last time. We will carry out ""GOTO2.0"" that combines with vaccination certification etc. so that you can use it more relieved. In addition, there is also a pointed out that small and medium-minded ryokans and vendors were not jeloved. You need a mechanism to raise the aids for small and medium-minded ryokans. https://t.co/u77gwkffiu "
112,1439569342190948352,2021-09-19 12:37:31+00:00,年金について #自民党総裁選 の討論会やテレビにおいても議論になっています。 #岸田BOX でも多数の質問をいただいておりますので、現状の課題や最低保障年金の問題点についてブログにまとめました。 https://t.co/dNRGIwY8Wn 私は、人生100年時代の不安解消に向けて、実効性のある改革を進めます。 https://t.co/pUQHWPtqMh,167,783,"About pensions # The controversial is also discussed in the debate and television of the LDP and Television. # Since Kishida BOX has received a large number of questions, we summarized the problem of the current issue and the problem of the minor security pension. https://t.co/dnrgiwy8wn I will proceed with the effectiveness of effective reforms towards an uneasy annihide of life. https://t.co/PUQHWPTQMH "
113,1439554239609458691,2021-09-19 11:37:31+00:00,ありがとうございます。 ご意見は全てに目を通しています。 総裁選期間中も可能な限り、回答していきます。 https://t.co/yEejnRtFjh,113,878,Thank you very much. Opinions are looking at all. I will answer as much as possible during the premium period. https://t.co/yeejnrtfjh 
114,1439510112587059201,2021-09-19 08:42:10+00:00,外交・安全保障政策 「信頼」と「3つの覚悟」に基づいて毅然と対応 1⃣民主主義を守り抜く覚悟 権威主義的体制が拡大する中、台湾海峡の安定・香港の民主主義・ウイグルの人権問題等に毅然と対応。日米同盟を基軸に民主主義、法の支配、人権等の普遍的価値を守り抜き、国際秩序の安定に貢献していく。 https://t.co/tjlYzsXL3Z,200,767,"Resomer and Correspondence Based on ""Trust"" and ""3 preparedness"" and ""three preparedness"", the preparation of the Democracy is expanding, and the Taiwan Strait stability and Hong Kong Democracy, Uyghur Human Rights Problems, etc. Responsively. The United States and the Union is based on the universal value of democracy, law control, human rights and the like, and contributing to the stability of international order. https://t.co/TJLYZSXL3Z "
115,1439480981971353606,2021-09-19 06:46:25+00:00,新しい日本型資本主義 新自由主義からの転換 規制緩和・構造改革等の新自由主義的政策は確かに我が国経済の体質強化と成長をもたらしました。他方で、富める者と富まざる者、持てる者と持たざる者の分断も生んできました。成長のみ、規制緩和・構造改革のみでは現実の幸せには繋がっていきません。 https://t.co/5KdGPEVyIJ,409,1185,"Ne-liberal policies such as transition regulatory relaxation and structure reform from new Japanese-type capitalist ne-free-liberalism have gained strengthening and growth of our economy. On the other hand, I was able to lose the division of those who can be rich and fortune and those who can have. Only growth, deregulation and structural reform alone do not connect to real happiness. https://t.co/5kdgpevyij "
116,1439463226425556999,2021-09-19 05:35:51+00:00,岸田文雄の新型コロナ対策  《原則1》 国民の協力を得る納得感ある説明。私は、政府方針の内容・その必要性・決定のプロセスについて、自ら丁寧に説明します。  《原則2》 「多分よくなるだろう」ではなく、「有事対応」として常に最悪を想定した危機管理。先手先手で徹底した対策を実行します。 https://t.co/Gi5pwtiKK0,159,581,"Kishio Kishida's new corona countermeasure ""Principles 1"" A sense of satisfaction with the cooperation of the people. I carefully explain the contents of the government policy, the necessity and decision process. ""Principle 2"" ""Maybe it will be good"", but always assuming the worst as ""Correspondence"". Perform thorough measures in the previous destination. https://t.co/gi5pwtikk0 "
117,1439456824583868417,2021-09-19 05:10:25+00:00,私はこれまで #自民党総裁選 において、政策発表の記者会見を３回実施し、毎回記者の皆さんからの質問にも長時間答えてまいりました。会見の様子は質疑応答も含めて、全てYouTubeに公開しております。 https://t.co/v39RrBRiX6 Twitterでもあらためて、政策について連続でツイートしてまいります。 https://t.co/900hZFQPYH,141,715,"Until now, in the LDP Precision, the press conference of policy announcement is performed three times, and the questions from the reporters have answered a long time. The situation of the interview is all published to YouTube, including questions and answers. Https://t.co/v39rrbrix6 Twitter is also a continuous tweet about policy. https://t.co/900HZFQPYH "
118,1439407202939269121,2021-09-19 01:53:14+00:00,Twitterをお使いの自民党 党員・党友の皆さまへ  私は国民とともに歩むリーダーとして、皆さまの声をかたちに、信頼ある政治を必ず実現します。  どうかあなたの一票を、岸田文雄へ託してください。 よろしくお願いいたします。  ーーーーー #チーム岸田 の皆さま、ぜひこの画像の拡散をお願いします。 https://t.co/YIyyF572ND,309,1093,"To the LDP and Bird Friends of Twitter, I will always realize trusted politics as a leader who will walk with the people. Please entrust your vote to Kishio Kishida. Thank you. ー ー # Team Kishida, please give me the spread of this image. https://t.co/yiyf572nd "
119,1439243190280753154,2021-09-18 15:01:31+00:00,テレビ生出演のご案内 明朝、２つのテレビ番組に出演します。 自民党改革、新型コロナ対策、新しい日本型資本主義や外交・安全保障政策など、政策を詳しくお伝えできればと思います。ぜひご覧ください。 ️9月19日(日) 午前 7:30〜 フジテレビ『日曜報道 THE PRIME』 午前 9:00〜 NHK『日曜討論』 https://t.co/RVwb1XhtBK,103,599,"We will appear on the two television shows in the information of the television student appearance. I think that I will be able to learn about policies, such as LDP reform, new corona measures, new Japanese capitalism, diplomatic and security policy. Please take a look. ️ September 19 (Sun) 7:30 am Fuji TV ""Sunday Press The Prime"" 9:00 am NHK ""Sunday debate"" https://t.co/RVWB1xHTBK "
120,1439239153883901953,2021-09-18 14:45:28+00:00,#自民党総裁選 特設サイトを開設しています。これまでに発表してきた自民党改革や、「国民の生活を守り、国民の所得を増やす3つの政策」の詳細についてまとめてあります。  政策パンフレットのPDFも掲載しておりますので、ぜひご覧ください。  岸田文雄 総裁選特設サイト https://t.co/eAqh80CIoy,167,796,"# LDP is open a special site. The LDP reform announced so far and the details of ""3 policies that protect the lives of the people and increase the income of the people"". As PDF of policy brochure is also posted, please take a look. Kishida Mitsuhara Seiki Special Site https://t.co/eaqh80cioy "
121,1439230543808192516,2021-09-18 14:11:15+00:00,"#岸田BOX まだまだ受け付けております。これまで10,909件(本日18時集計)ものご意見をいただきましたが、中には、政策的な考えの違いから厳しいご意見もあります。全て受け止めて、寛容な政治の実現へ取り組んでまいります。総裁選期間中も毎日回答させていただきますので、よろしくお願いします。 https://t.co/H8XcFT9Gpv",113,599,"# Kishida BOX is still accepted. We had an opinion of 10,909 (18 o'clock tabulation today) so far, but there are also severe opinions from the difference in policy ideas. We will accept all and work to realize tolerance politics. We will answer daily during the premium period, so thank you. https://t.co/H8XCFT9GPV "
122,1439215182325055493,2021-09-18 13:10:13+00:00,私は今回の #自民党総裁選 に必勝を期して立候補しております。 総裁選により党全体が活性化し、党改革の議論も、新型コロナ対策など政策の議論も深まっています。これからも、自民党を支援し続けていただければ幸いです。 https://t.co/sAZlCwjfAr,132,823,"I am a candidate for winning the LDM-Party Protection. The entire party is activated by the President, and the debate of the party reform is also deepened by the policy of policy such as new corona measures. From now on, I hope you continue to support the LDP. https://t.co/sazlcwjfar "
123,1439196028582858752,2021-09-18 11:54:06+00:00,「政治家の先生に、こんなにゆっくり話を聞いてもらえたんは、初めてじゃけ。皆な自分のことは言うけど、話は聞いてくれんけん。やっぱ岸田さんじゃわ」  昨年の #自民党総裁選 に敗北した失意の中、この言葉にハッとしました。今、求められているのは「国民の声を聞くリーダー」だと確信しました。 https://t.co/lAnLfLHvdS,301,1557,"""The teachers of the politicians have heard such a slow story so far. Everyone says everyone, but I heard that the story is heard. Ya Passa-san-san"" last year's # LDP In the losing improper, I was hatched to this word. Now I was convinced that I was asked to hear the national voices. https://t.co/lanlflhvds "
124,1439161608278732801,2021-09-18 09:37:20+00:00,ありがとうございます。もちろんです。ぜひ力を貸してください。一緒にやりましょう！ https://t.co/UQJNHMhD4g,144,980,Thank you very much. of course. Please lend me a force. let's do it together! https://t.co/uqjnhmhd4g 
125,1439132334691782660,2021-09-18 07:41:01+00:00,保守本流の太い絆のなかで、私自身も大変なご指導をいただきました。与野党に幅広い人脈を誇り、国会対策委員長として、国会運営を見事に切り盛りしておられた姿が目に焼き付いています。人に優しく、自分には厳しい、正に政治家らしい政治家でした。大変残念に思います。謹んでお悔やみ申し上げます。 https://t.co/epvG5zGcEU,231,1265,"Among the thick bonds of maintenance mainstream, I also received a lot of guidance. Proudly proud of a wide variety of people, and as a Diet Countermeasures Chairperson, the appearance of the parliamentary operation is beautifully baked. It was kind to people, and it was tough for me, was a politician who was positive politician. I think it is very sorry. I would like to thank you. https://t.co/epvg5zgceu "
126,1439055958655713280,2021-09-18 02:37:31+00:00,【#自民党総裁選 ２日目】 本日午後から２つの討論会に参加させていただきます。自民党の改革、そして新しい日本の姿を定めていくため、建設的に議論を深めてまいります。  ️9月18日(土)️ ⏰14:00〜　日本記者クラブ https://t.co/yXaX6sk9hj ⏰19:00〜　ニコニコ生放送 https://t.co/L1IZBLPobx https://t.co/cE2BcCZxc0,167,704,"[# 2nd day of the LDP is the second day] I will participate in the two discussions from the afternoon. In order to establish the LDP 's reform and the new Japanese figure, we will deepen the discussion. ️ September 18 (Sat) ️ 14: 00 ~ Japanese Lee Club https://t.co/yxax6sk9hj ⏰19: 00 ~ Nico Nico live broadcast https://t.co/L1izblpobx https://t.co/CE2BCCZXC0 "
127,1438860583911133202,2021-09-17 13:41:10+00:00,ありがとうございます。#自民党総裁選 の告示にあわせて変えてみましたが、どうでしょう？ https://t.co/oZDxWURy8m,153,1551,"Thank you very much. # I tried to change according to the announcement of the LDP Precision, how is it? https://t.co/OZDXWURY8M "
128,1438847957554634753,2021-09-17 12:51:00+00:00,広島出身の国会議員として、核兵器根絶には揺るぎない思いがあります。大切なのはそのプロセスです。現実的に核兵器保有国がおり、保有国との連携なくして根絶はできません。保有国と非保有国の橋渡し役として、核廃絶を目指します。詳しくはこの動画で解説しています。 → https://t.co/nve6RrY3nv https://t.co/qyzuzxSE06,178,775,"As a parliament from Hiroshima, there is a feeling that does not shake the nuclear weapons. An important thing is that process. Really there are nuclear weapons holding countries and can not eradicate without cooperation with the country of holding. We aim for nuclear abolition as a bridge between the holding country and the non-owned country. Specifically, I explain this video. → https://t.co/NVE6Rry3NV https://t.co/qyzuzxse06 "
129,1438839535392071680,2021-09-17 12:17:32+00:00,北朝鮮が日本人の拉致を認めて謝罪をしてから、19年もの月日が経ってしまいました。政治の責任として、申し訳ない思いでいっぱいです。今後は国際社会全体として、制裁による圧力を最大限に高め、核・ミサイル開発の完全な放棄を迫り、すべての拉致被害者の即時一括帰国を目指します。 https://t.co/61dWWydiov https://t.co/uU3Ayz5uou,292,1487,"Since North Korea acknowledged Japanese abduction and apologizing, it has passed since 19 years. As a political responsibility, it is full of exceptional thoughts. In the future, the entire international community will maximize sanction pressure, and wear complete abandonment of nuclear and missile development, and aim to return all abduction victims' immediate backwards. https://t.co/61DWWYDIOV https://t.co/uu3ayz5uou "
130,1438797018466451459,2021-09-17 09:28:35+00:00,私は立候補表明時から「自民党改革」を強く訴えてきました。自民党ガバナンス・コードを作成し、  ☑️党役員任期の1期1年・3期連続まで ☑️党本部及び都道府県連の役員・選対本部に女性局・青年局代表者を加える ☑️全国幹事長会議、政調会長会議を月1回オンライン開催  など、改革を具体的にすすめます。 https://t.co/d6SIxKeFKg,131,702,"I strongly complained about ""LDP reform"" from the time of standing. Create a LDP Governance Code, 1 year and 3 consecutive terms of the LD-Party Official Official Official Office and the Directors of the Female Bureau and Youth Bureau of the Secretariat of the Party Division and Prefectures We recommend reforms, such as holding the Policy Congressing Meeting once a month online. https://t.co/d6SixKefkg "
